${name-player} has attuned ${choice-player-gender}[himself/herself] to the runic portal, and opened a path from the Nyzul Isle staging point to the Chamber of Passage.;${name-player}s'est accordé${choice-player-gender}[lui-même/elle-même] au portail runique et a ouvert un chemin depuis le point de départ de l'île de Nyzul jusqu'à la Chambre de Passage.
Training area: Pashhow Marshlands (S).${prompt};Zone d'entraînement : Marais de Pashhow (S).${prompt}
Players from both teams must search for ${color: 5}Petras${color: 1} that a ${color: 5}Herald${color: 1} has buried in various locations across the battlefield. The players must then take these stones and throw them into targets known as ${color: 5}Rooks${color: 1}.${prompt};Les joueurs des deux équipes doivent rechercher${color: 5}Pétras${color: 1}qu'un${color: 5}Héraut${color: 1}a enterré à divers endroits sur le champ de bataille. Les joueurs doivent ensuite prendre ces pierres et les lancer dans des cibles appelées${color: 5}Tours${color: 1}${prompt}
<Sigh>;<Soupir>
Trading cinder.${prompt};Commerce de cendres.${prompt}
Prey: Hoo Mjuu the Torrent / Kills: ${number: 0} ${prompt};Proie : Hoo Mjuu le Torrent / Tue :${number: 0}${prompt}
${color-alt: 121}Warning!;${color-alt: 121}Avertissement!
Prey: Sabotender Bailarin / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Sabotender Bailarin / Tues :${number: 4}${number: 0}${prompt}
Argent Attire.${prompt};Tenue argentée.${prompt}
The Undead Swarm has breached the Balrahn Defense Line!;L'essaim de morts-vivants a franchi la ligne de défense de Balrahn !
${zone: 13[2]}.;${zone: 13[2]}
${number: 4}/${number: 0} ${choice-plurality: 4}[Faunus Wyvern/Faunus Wyverns].${prompt};${number: 4}${number: 0}${choice-plurality: 4}[Faunus Wyvern/Faunus Wyverns].${prompt}
Prey: Rambukk / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Rambukk / Tue :${number: 4}${number: 0}${prompt}
First, you'll be wanting to check your fewell supply.;Tout d’abord, vous voudrez vérifier votre approvisionnement en FEELELL.
And sing of you! So, au revoir!♪${prompt};Et je te chanterai ! Alors, au revoir ! ♪${prompt}
Prey: Legalox Heftyhind / Kills: ${number: 0} ${prompt};Proie : Legalox Heftyhind / Tue :${number: 0}${prompt}
Is this correct?${prompt};Est-ce correct ?${prompt}
Good luck.${prompt};Bonne chance.${prompt}
Looking at that shabby old bed makes me feel homesick, kupo.;Regarder ce vieux lit minable me donne le mal du pays, kupo.
Prey: Warabouc / Kills: ${number: 0} ${prompt};Proie : Warabouc / Tue :${number: 0}${prompt}
Prey: Hippolytos / Kills: ${number: 0} ${prompt};Proie : Hippolyte / Tue :${number: 0}${prompt}
Prey: Sozu Rogberry / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Sozu Rogberry / Tue :${number: 4}${number: 0}${prompt}
Huh!?;Hein!?
Such factors include the variety of aperture and evolith, as well as the quantity of evolith you seek to attach.;Ces facteurs incluent la variété d’ouverture et d’évolithe, ainsi que la quantité d’évolithe que vous cherchez à fixer.
Back.${prompt};Dos.${prompt}
Prey: Goblintrap / Kills: ${number: 0} ${prompt};Proie : Goblintrap / Tue :${number: 0}${prompt}
Keep goin'?;Continuer ?
Prey: Nandi / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Nandi / Tues :${number: 4}${number: 0}${prompt}
Training area: East Ronfaure (S).${prompt};Zone d'entraînement : Ronfaure Est (S).${prompt}
1st (dancer).;1er (danseur).
Prey: Wake Warder Wanda / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Wake Warder Wanda / Tue :${number: 4}${number: 0}${prompt}
Training area: Beaucedine Glacier (S).${prompt};Zone d'entraînement : Glacier de Beaucedine (S).${prompt}
The Delivery Box is where you can send letters to friends and receive items from various places, kupo!${prompt};La boîte de livraison est l'endroit où vous pouvez envoyer des lettres à des amis et recevoir des articles de divers endroits, kupo !${prompt}
Here's the good news: you don't have to!;Voici la bonne nouvelle : vous n’êtes pas obligé de le faire !
Prey: Zmey Gorynych / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Zmey Gorynych / Tue :${number: 4}${number: 0}${prompt}
Your ${keyitem-singular: 0[2]} has been filled to capacity!;Ton${keyitem-singular: 0[2]}a été rempli à pleine capacité !
Winning a match will earn a nation one “match point.” The nation with the most match points at the end of the series will be declared the victor. Winning the third and final match and producing the high scorer will result in two match points awarded. This allows both sides the chance for “come-from-behind” victories.${prompt};En remportant un match, une nation gagne un « point de match ». La nation qui a le plus de points de match à la fin de la série sera déclarée vainqueur. En remportant le troisième et dernier match et en produisant le meilleur buteur, deux points de match seront attribués. Cela donne aux deux équipes la possibilité de « revenir de l'arrière ».${prompt}
Prey: Picolaton / Kills: ${number: 0} ${prompt};Proie : Picolaton / Tue :${number: 0}${prompt}
${number: 0} ${choice-plurality: 0}[Glen Crab/Glen Crabs].${prompt};${number: 0}${choice-plurality: 0}[Glen Crabe/Glen Crabes].${prompt}
Prey: Shii / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Shii / Tue :${number: 4}${number: 0}${prompt}
Training area: Wajaom Woodlands.${prompt};Zone d’entraînement : Wajaom Woodlands.${prompt}
Medicine or food.;Médicament ou nourriture.
Prey: Sozu Sarberry / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Sozu Sarberry / Tue :${number: 4}${number: 0}${prompt}
You should take the items from your Delivery Box and put them in your inventory when they arrive, kupo!${prompt};Vous devez prendre les objets de votre boîte de livraison et les mettre dans votre inventaire à leur arrivée, kupo !${prompt}
Change parameters.;Modifier les paramètres.
Prey: Lumbering Lambert / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Lambert le lourdaud / Tue :${number: 4}${number: 0}${prompt}
Running about looking for stones is no different from a child's game of hide-and-seek. Knowing when to strike is what separates the men from the boys.${prompt};Courir à la recherche de pierres n'est pas différent d'un jeu de cache-cache pour enfants. Savoir quand frapper est ce qui distingue les hommes des garçons.${prompt}
Uleguerand Range.;Chaîne d'Uleguerand.
${number: 0} member${choice-plurality: 0}[/s] of the Gigas family.${prompt};${number: 0}membre${choice-plurality: 0}[/s] de la famille Gigas.${prompt}
Prey: Bonnacon / Kills: ${number: 0} ${prompt};Proie : Bonnacon / Tue :${number: 0}${prompt}
None for now.;Aucun pour l'instant.
1st (paladin).;1er (paladin).
Prey: Trembler Tabitha / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Trembler Tabitha / Tue :${number: 4}${number: 0}${prompt}
Should you wish to have any other pieces of equipment analyzed, you know where to find us.${prompt};Si vous souhaitez faire analyser d’autres équipements, vous savez où nous trouver.${prompt}
Actually, never mind.;En fait, ce n'est pas grave.
You can access the antechambers from the front door. Enjoy!${prompt};Vous pouvez accéder aux antichambres depuis la porte d'entrée. Profitez-en !${prompt}
Leave your items here for me to look after, kupo!${prompt};Laissez vos articles ici pour que je m'en occupe, kupo !${prompt}
Borrow ${keyitem-article: 0[2]}?;Emprunter${keyitem-article: 0[2]}
Make the exchange?;Faire l'échange ?
Azouph Isle.;L'île d'Azouph.
A traveling bard walks far and near;Un barde voyageur marche loin et près
As one can see, careful planning and impeccable timing are the keys to victory.${prompt};Comme on peut le constater, une planification minutieuse et un timing impeccable sont les clés de la victoire.${prompt}
What'm I 'pposed ta do wit it? I dun have any clue how ta use it, so take it home wit ya.${prompt};Qu'est-ce que je suis censé faire avec ça ? Je n'ai aucune idée de comment m'en servir, alors emporte-le chez toi.${prompt}
1st (dragoon).;1er (dragon).
Chaos Armor.;Armure du Chaos.
The Elshimo Lowlands Region.;La région des basses terres d'Elshimo.
Prey: Stinging Sophie / Kills: ${number: 0} ${prompt};Proie : Sophie qui pique / Tue :${number: 0}${prompt}
A Wings of the Goddess area.;Une zone Ailes de la Déesse.
Simple recipes involve only small doses of a limited number of elements, but more complex ones require the synergist to skillfully juggle wide ranges of elements in extremely high concentrations.${prompt};Les recettes simples n’impliquent que de petites doses d’un nombre limité d’éléments, mais les recettes plus complexes nécessitent que le synergiste jongle habilement avec de larges gammes d’éléments dans des concentrations extrêmement élevées.${prompt}
Ahhh!;Ahhh!
Prey: Scitalis / Kills: ${number: 0} ${prompt};Proie : Scitalis / Tue :${number: 0}${prompt}
${title: 8[2]}.;${title: 8[2]}
Pashhow Marshlands.;Marais de Pashhow.
${name-player}...${prompt};${name-player}${prompt}
Matches are only played on even days (Vana'diel time).${prompt};Les matchs ne sont joués que les jours pairs (heure de Vana'diel).${prompt}
Level 60 (${number: 1} gil per match).;Niveau 60 (${number: 1}gils par match).
Prey: Zi'Ghi Boneeater / Kills: ${number: 0} ${prompt};Proie : Zi'Ghi Boneeater / Tue :${number: 0}${prompt}
Training area: Sauromugue Champaign.${prompt};Zone d'entraînement : Champaign Sauromugue.${prompt}
Prey: Graoully / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Graoully / Tue :${number: 4}${number: 0}${prompt}
It was very hard work, kupo...;C'était un travail très dur, kupo...
Prey: Leshonki / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Leshonki / Tues :${number: 4}${number: 0}${prompt}
And moghancement effects only activate for furnishings fitted to the first floor.${prompt};Et les effets de majoration ne s'activent que pour les meubles installés au premier étage.${prompt}
Prey: Juu Duzu the Whirlwind / Kills: ${number: 0} ${prompt};Proie : Juu Duzu le Tourbillon / Tue :${number: 0}${prompt}
Track: Feast of the Ladies.;Piste : Fête des Dames.
mes8${prompt};mes8${prompt}
Enter the quantity you wish to obtain.;Entrez la quantité que vous désirez obtenir.
Mama Moogle would bake a scrumptious mooglepie to take with us, but she'd need ${article} ${item-article: 6[2]}, kupo!${prompt};Maman Moogle ferait cuire une délicieuse tarte Moogle à emporter avec nous, mais elle aurait besoin${article}${item-article: 6[2]}, coupon!${prompt}
I found this item inside the ${item-singular: 3[2]}, kupo!${prompt};J'ai trouvé cet article à l'intérieur du${item-singular: 3[2]}, kupo !${prompt}
Prey: Qoofim / Kills: ${number: 0} ${prompt};Proie : Qoofim / Tue :${number: 0}${prompt}
Prey: Naa Zeku the Unwaiting / Kills: ${number: 0} ${prompt};Proie : Naa Zeku l'Inattendu / Tues :${number: 0}${prompt}
At the bottom of the page is a reminder. It perfunctorily states that you may receive ${article} ${item-article: 3[2]} once you have logged a total of ${number: 2} hours.${prompt};Au bas de la page se trouve un rappel. Il indique de manière superficielle que vous pouvez recevoir${article}${item-article: 3[2]}une fois que vous avez enregistré un total de${number: 2}heures.${prompt}
Prey: Tikbalang / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Tikbalang / Tue :${number: 4}${number: 0}${prompt}
Prey: Skull of Envy / Kills: ${number: 0} ${prompt};Proie : Crâne d'envie / Tue :${number: 0}${prompt}
Prey: Vidhuwa the Wrathborn / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Vidhuwa le Courroucé / Tue :${number: 4}${number: 0}${prompt}
Prey: Farruca Fly / Kills: ${number: 0} ${prompt};Proie : Mouche Farruca / Tue :${number: 0}${prompt}
Any changes to make?;Des changements à apporter ?
What do you want?;Que veux-tu?
Magna Armor (Elvaan Male).;Armure Magna (homme Elvaan).
Absolutely.;Absolument.
The minstrel of melodies is my name,;Le ménestrel des mélodies est mon nom,
Prey: Autarch / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Autarque / Tue :${number: 4}${number: 0}${prompt}
Greetings, friend! I am a synergy engineer, dispatched from the Institute to maintain the furnaces you see beside me.;Salutations, ami ! Je suis un ingénieur synergique, envoyé par l'Institut pour entretenir les fours que vous voyez à côté de moi.
Select by expansion.${prompt};Sélectionner par extension.${prompt}
Prey: Cargo Crab Colin / Kills: ${number: 0} ${prompt};Proie : Crabe cargo Colin / Tue :${number: 0}${prompt}
Train in which technique?;Entraînement dans quelle technique ?
Prey: Ni'Zho Bladebender / Kills: ${number: 0} ${prompt};Proie : Ni'Zho Bladebender / Tue :${number: 0}${prompt}
You are now selecting by ${choice: 1}[region/expansion].;Vous sélectionnez maintenant par${choice: 1}[région/expansion].
Training area: North Gustaberg (S).${prompt};Zone d'entraînement : Gustaberg Nord (S).${prompt}
Training area: Gustav Tunnel.${prompt};Zone d'entraînement : Tunnel Gustav.${prompt}
Training area: Valley of Sorrows.${prompt};Zone d'entraînement : Vallée des Douleurs.${prompt}
I can give you insight on the local weather.${prompt};Je peux vous donner un aperçu de la météo locale.${prompt}
Prey: Ziphius / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Ziphius / Tue :${number: 4}${number: 0}${prompt}
And that's all there is to it.;Et c'est tout ce qu'il y a à dire.
Prey: Judgmental Julika / Kills: ${number: 0} ${prompt};Proie : Julika la Judiciaire / Tue :${number: 0}${prompt}
Caedarva Mire.${prompt};Tourbière de Caedarva.${prompt}
White Cloak.;Manteau blanc.
Dismissed!${prompt};Renvoyé !${prompt}
Prey: Zirnitra / Kills: ${number: 0} ${prompt};Proie : Zirnitra / Tue :${number: 0}${prompt}
Wondering if your ${item-singular: 0[2]} can be outfitted with evolith, are you?;Je me demande si votre${item-singular: 0[2]}peut être équipé d'evolith, n'est-ce pas ?
2, 8, 14, 20, 26  -> Jugner;2, 8, 14, 20, 26 -> Jugner
Which item do you wish to obtain?;Quel objet désirez-vous obtenir ?
Something clattered inside the ${item-singular: 3[2]} when I shook it! Look what fell out when I turned it upside down, kupo!${prompt};Quelque chose a claqué à l'intérieur du${item-singular: 3[2]}quand je l'ai secoué ! Regarde ce qui s'est passé quand je l'ai retourné, kupo !${prompt}
When in possession of the key item ${keyitem-singular: 0[2]}, temporary items will be automatically added to the player's inventory when quarried.${prompt};En possession de l'objet clé${keyitem-singular: 0[2]}, les objets temporaires seront automatiquement ajoutés à l'inventaire du joueur une fois extraits.${prompt}
Custom Armor (Hume Male).;Armure personnalisée (Hume Homme).
“Dvucca Isle Staging Point.”${prompt};« Point de départ de l'île de Dvucca. »${prompt}
${number: 0} ${choice-plurality: 0}[Nannakola/Nannakolas].${prompt};${number: 0}${choice-plurality: 0}[Nannakola/Nannakolas].${prompt}
8, 10, 12 -> Lv. 40;8, 10, 12 -> Niv. 40
${number: 4}/${number: 0} ${choice-plurality: 4}[Ermit Imp/Ermit Imps].${prompt};${number: 4}${number: 0}${choice-plurality: 4}[Lutin ermite/Lutins ermites].${prompt}
...I'm sorry.;...Je suis désolé.
May your career as a synergist prove fruitful!${prompt};Que votre carrière de synergiste soit fructueuse !${prompt}
East Ronfaure.;Ronfaure Est.
What would you like to know about?;Que souhaitez-vous savoir ?
(3) Are knocked out.${prompt};(3) Sont assommés.${prompt}
What skills does it require? Let's see here...${prompt};Quelles compétences cela nécessite-t-il ? Voyons ici...${prompt}
Prey: Desmodont / Kills: ${number: 0} ${prompt};Proie : Desmodonte / Tue :${number: 0}${prompt}
You will obtain all magic spells, attachments, and rolls.${prompt};Vous obtiendrez tous les sorts magiques, les attachements et les jets.${prompt}
Prey: Da'Dha Hundredmask / Kills: ${number: 0} ${prompt};Proie : Da'Dha Cent-masque / Tue :${number: 0}${prompt}
Prey: Gloom Eye / Kills: ${number: 0} ${prompt};Proie : Gloom Eye / Tue :${number: 0}${prompt}
Prey: Fungus Beetle / Kills: ${number: 0} ${prompt};Proie : Scarabée fongicide / Tue :${number: 0}${prompt}
Prey: Teporingo / Kills: ${number: 4}/${number: 0} ${prompt};Proie : Teporingo / Tue :${number: 4}${number: 0}${prompt}
