Storable item: ${item-singular: 33[2]} (${number: 33});
La Theine Plateau.;
This must be what they mean when they say, there are many mysteries behind works of art, kupo!;
Training area: Mamook.${prompt};
The Undead Swarm has taken the Astral Candescence.${prompt};
Gil-lovin' Gobbies, ${entity: 0}, ya's hit da jackpot! I's so happy for ya I think I's gettin' da vapors.${prompt};
Ahahahahaha!;
Come back again if you need a refill.${prompt};
Prey: Farruca Fly / Kills: ${number: 4}/${number: 0} ${prompt};
Training area: Giddeus.${prompt};
Prey: Diamond Daig / Kills: ${number: 0} ${prompt};
Never mind.;
Track: Ragnarok.;
Prey: Carnero / Kills: ${number: 4}/${number: 0} ${prompt};
Do you still wish to proceed?${prompt};
Prey: Rampaging Ram / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Kinepikwa / Kills: ${number: 0} ${prompt};
Prey: Shoggoth / Kills: ${number: 0} ${prompt};
Look what I found underneath the ${item-singular: 3[2]} this morning, kupo!${prompt};
The deeds of ${entity: 0}, in all their glory♪${prompt};
Indeed, many synergy masters consider these waning moments after the signal to be the time to really show off their skills!;
${number: 4}/${number: 0} ${choice-plurality: 4}[Savanna Rarab/Savanna Rarabs].${prompt};
Prey: Donggu / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Bu'Ghi Howlblade / Kills: ${number: 4}/${number: 0} ${prompt};
${number: 0} member${choice-plurality: 0}[/s] of the Tonberry family.${prompt};
Prey: Vasiliceratops / Kills: ${number: 4}/${number: 0} ${prompt};
${number: 0} ${choice-plurality: 0}[Ochu/Ochus].${prompt};
Prey: Likho / Kills: ${number: 0} ${prompt};
Prey: Tom Tit Tat / Kills: ${number: 4}/${number: 0} ${prompt};
Training area: Dangruf Wadi.${prompt};
Prey: Quu Xijo the Illusory / Kills: ${number: 0} ${prompt};
Prey: Baronet Romwe / Kills: ${number: 0} ${prompt};
Also, please note that you cannot quicken your pace using any special abilities while you are in possession of a Flamme.${prompt};
Title: Bronze Balli☆star${prompt};
Training area: Cape Teriggan.${prompt};
Prey: Poisonhand Gnadgad / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Okyupete / Kills: ${number: 0} ${prompt};
Ballista Points can be traded for special “vouchers,” which may be exchanged for free ${color: 5}temporary items${color: 1} at the start of new matches.${prompt};
I see.;
Prey: Nargun / Kills: ${number: 4}/${number: 0} ${prompt};
You can speak to me to borrow or return the band at any time.${prompt};
Prey: Pyuu the Spatemaker / Kills: ${number: 4}/${number: 0} ${prompt};
4: ${number: 4} 5: ${number: 5} 6: ${number: 6} 7: ${number: 7}${prompt};
Training area: Lufaise Meadows.${prompt};
If you are curious what manner of aperture may be etched into a particular piece of equipment, you need only trade it to me or one of my colleagues.${prompt};
If you sense that the furnace is on the verge of elemental overload, you'll want to employ the ${color: 5}safety lever${color: 1} and ${color: 5}pressure handle${color: 1} to prevent an unfortunate accident from occurring.${prompt};
No, wait...${prompt};
I'm sorry, but I can't accept such specialized gear, kupo.${prompt};
Prey: Sabotender Mariachi / Kills: ${number: 0} ${prompt};
Don'tcha think dat furrowed brow and cocked head o' yers escaped me. Yer int'rested in dis chest, ain'tcha?;
Browse to which page?;
1st (puppetmaster).;
Warlock's Armor.;
Prey: Kotan-kor Kamuy / Kills: ${number: 4}/${number: 0} ${prompt};
You have no achievements to unlock.${prompt};
To care not how your name is told♪${prompt};
Prey: Martinet / Kills: ${number: 4}/${number: 0} ${prompt};
Consider it a present for being the magnificent master that you are!${prompt};
However, the rules of Ballista state that players may only possess a certain chevron for no longer than one half Vana'diel year. When that time comes, they are required to return the chevron before being allowed to participate in any further matches.${prompt};
Training area: East Sarutabaruta.${prompt};
${title: 38[2]}.;
View more recipes.${prompt};
Prey: Yilbegan / Kills: ${number: 0} ${prompt};
The weather the day after tomorrow will be ${weather-adjective: 0[2]}.${prompt};
Select an instrument.;
Prey: Pallas / Kills: ${number: 0} ${prompt};
Prey: Vuu Puqu the Beguiler / Kills: ${number: 0} ${prompt};
Receive all spells/rolls/attachments.;
While wearing ${keyitem-article: 0[2]} during a match, you will be able to hear the orders of your nation's Pursuivant. His advice will aid you in battle.${prompt};
Prey: Backoo / Kills: ${number: 0} ${prompt};
Re-entry restrictions.;
Prey: Goblintrap / Kills: ${number: 4}/${number: 0} ${prompt};
In particular, recipes through which the curious substance known as ${item-singular: 0[2]} can be attached to equipment are creating quite a buzz among synergistically inclined adventurers these days.${prompt};
Prelude.;
${choice: 1}[Qufim/].;
Velvet Robe.;
${choice: 1}[Tavnazia/Halvung].;
Your list of favorites is full. You must remove an existing entry to add new ones.;
Prey: Balam-Quitz / Kills: ${number: 0} ${prompt};
Please be aware that you will be required to pay a fee if you wish to reenter the ruins.${prompt};
Should you wish to learn more about the science of synergy, seek out one of the engineers stationed throughout the town.${prompt};
If you lose your storage slip, I won't be able to return your item. Ever. No ifs, ands, or buts!;
${zone: 9[2]} #${number: 25}.;
Ya reap whatcha sow, and da weather ain't always condusimasive to a good harvest, am I right? My condolemances in advance for any losses ya mights incur from da myst'ry box's fickle nature.${prompt};
Let me see... Ah yes, ${choice-player-gender}[Lord/Lady] ${name-player}.;
Incorporate ostentatious overseas objects! All this and more!${prompt};
Prey: Frostmane / Kills: ${number: 4}/${number: 0} ${prompt};
A teleport to the Brenner match (Lv ${number: 7}).;
Prey: Nis Puk / Kills: ${number: 4}/${number: 0} ${prompt};
First, the basics, kupo!;
${number: 0} ${choice-plurality: 0}[Monitor/Monitors].${prompt};
${number: 0} ${choice-plurality: 0}[Dune Cockatrice/Dune Cockatrices].${prompt};
Prey: Gharial / Kills: ${number: 0} ${prompt};
But be forewarned, kupo!;
Sometime, Somewhere.;
${name-player}.${prompt};
Mirage Attire.;
Outposts.;
Prey: Warabouc / Kills: ${number: 4}/${number: 0} ${prompt};
Learn about synergy?;
Prey: Polybotes / Kills: ${number: 0} ${prompt};
Replenish fewell?;
Prey: Abatwa / Kills: ${number: 0} ${prompt};
${title: 12[2]}.;
Prey: Graoully / Kills: ${number: 0} ${prompt};
Your list of favorite locations is full. You must delete an existing entry in order to register a new one.;
${number: 4}/${number: 0} ${choice-plurality: 4}[Sinister Seidel/Sinister Seidels].${prompt};
${number: 0} ${choice-plurality: 0}[Forest Leech/Forest Leeches].${prompt};
With this, synergy newcomers can hone their skills and outfit their equipment with evolith-capable apertures in the process.${prompt};
Prey: Acolnahuacatl / Kills: ${number: 4}/${number: 0} ${prompt};
Kupopo? You mean you already know?${prompt};
Come, Master, we're off to Jeuno!${prompt};
Prey: Ga'Bhu Unvanquished / Kills: ${number: 0} ${prompt};
(2) Leave the area.;
But don't go gung ho 'n overfills da thing 'til its hinges break. Myst'ry boxes don't grow on goobbues, y'know.${prompt};
Prey: Amemet / Kills: ${number: 0} ${prompt};
The weather tomorrow will be ${weather-adjective: 0[2]}.${prompt};
Training area: South Gustaberg.${prompt};
It's all yours, kupo! Consider it a present for being the magnificent master that you are!${prompt};
Mhaura.;
${zone: 7[2]}.;
Prey: Yilbegan / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Shadow Eye / Kills: ${number: 4}/${number: 0} ${prompt};
Title: Sagacious★Star${prompt};
Training area: Fort Ghelsba.${prompt};
${number: 0} ${choice-plurality: 0}[Ding Bats/Ding Bats].${prompt};
Prey: Death from Above / Kills: ${number: 0} ${prompt};
Give your moogle some time off?;
Prey: Agar Agar / Kills: ${number: 0} ${prompt};
Hmm, what's this?;
I'm overwhelmed by your kindness, kupo!!!${prompt};
The Tavnazian Archipelago.;
Prey: Herensugue / Kills: ${number: 4}/${number: 0} ${prompt};
Sure, kupo!;
Galka.${prompt};
${zone: 4[2]}.;
${number: 4}/${number: 0} ${choice-plurality: 4}[Akrab/Akrabs].${prompt};
Prey: La Velue / Kills: ${number: 4}/${number: 0} ${prompt};
I see...${prompt};
Prey: Vouivre / Kills: ${number: 0} ${prompt};
Prey: Cancer / Kills: ${number: 4}/${number: 0} ${prompt};
Chains of Promathia.;
While wand'ring this celestial sphere;
If the furnace's durability should fail, the synergy process will be interrupted, and you will be forced to start anew.${prompt};
Etching requires the use of a corrosive substance we call mordant.;
Buy a storage slip.;
The Kuzotz Region.;
What can I do for you?${prompt};
To begin the synergy process, you'll have to feed the furnace with fewell and get those flames burning!${prompt};
I sense that this ${item-singular: 3[2]} is very, very special! You should go to the store where you bought it and ask about it, kupo!${prompt};
Prey: Intulo / Kills: ${number: 0} ${prompt};
Now let's see here... According to my calculations, I can fill you up to capacity for ${number: 0} gil.;
${name-player} obtains ${article} ${item-article: 1[2]} in exchange for ${number: 0} ${choice: 3}[Conquest Points/credits of Imperial Standing/Allied Notes].${prompt};
Aydeewa Subterrane.;
Today, that area's weather will be ${weather-adjective: 0[2]} with a chance of ${weather-noun: 1[2]}.${prompt};
ボタン押すと次へ進みます${prompt};
Why? Because now there's a second floor, kupo!${prompt};
But herein lies the rub: synergy is a still young science, and the technology we employ remains, shall we say...unstable.${prompt};
Here is your ${keyitem-singular: 0[2]}.;
When the total number of participants in a match is less than 40, the location of the two camps will be adjusted. Also in this case, the number of Rooks will be reduced to two.${prompt};
Training area: Gusgen Mines.${prompt};
Prey: Duke Decapod / Kills: ${number: 4}/${number: 0} ${prompt};
${number: 0} ${choice-plurality: 0}[Akbaba/Akbabas].${prompt};
Prey: Qu'Vho Deathhurler / Kills: ${number: 0} ${prompt};
${zone: 11[2]}.;
Players' resistance to sleep will be increased.${prompt};
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the golem family.${prompt};
It seems you're short on ${choice: 0}[Conquest Points/Imperial Standing credits/Allied Notes], soldier.;
How do you respond?;
Prey: Prankster Maverix / Kills: ${number: 4}/${number: 0} ${prompt};
Training area: Xarcabard.${prompt};
But be forewarned: these furnaces can only sustain the elemental maelstrom swirling and storming inside them for so long.${prompt};
Prey: Big Bomb / Kills: ${number: 0} ${prompt};
Sadly, howsever, anodda myst'ry 'bout dis chest is dat it won't takes just any ol' bauble.;
Huh?${prompt};
Training area: Upper Delkfutt's Tower.${prompt};
Much like synthesis, to fashion items through synergy, you will need to follow a recipe.;
Seekers of Adoulin areas.${prompt};
21.;
If, at any time, a player ranks in the top ten (overall) or first for a specific job, ${choice-player-gender}[he/she] will have the opportunity to receive a special ${color: 5}chevron${color: 1} as well as a new ${color: 5}title${color: 1}.${prompt};
Quite convenient, wouldn't you say?${prompt};
When this rule is in effect, all players will be presented with five complimentary temporary items at the beginning of the match.${prompt};
Retrieve it.;
This ${keyitem-singular: 0[2]} will cost you ${number: 1} ${choice: 2}[Conquest Points/credits of Imperial Standing/Allied Notes].${prompt};
(DEBUG) Flag raised, kupo!${prompt};
...${prompt};
Only adventurers who have achieved rank 3 or higher may take part in official Ballista matches. Please return when you have proven your loyalty to your home nation.${prompt};
Dat span da realm's his'try,♪;
1st (warrior).;
Morimar Basalt Fields.;
${number: 4}/${number: 0} ${choice-plurality: 4}[Glen Crab/Glen Crabs].${prompt};
Training area: Carpenters' Landing.${prompt};
${number: 0} member${choice-plurality: 0}[/s] of the Antica family.${prompt};
Prey: Bi'Gho Headtaker / Kills: ${number: 0} ${prompt};
Prey: Copper Borer / Kills: ${number: 4}/${number: 0} ${prompt};
I'll bring you a nice present from the moogles' hometown, kupo!;
As such, we have introduced a reward system through which quality samples can be traded in for an assortment of synergy-related wares.${prompt};
Prey: Pelican / Kills: ${number: 0} ${prompt};
I guess alls ya can do is comes back some odda time.${prompt};
What chapter will you read?;
${title: 11[2]}.;
The Troll Mercenaries have breached the Balrahn Defense Line!;
Prey: Peg Powler / Kills: ${number: 0} ${prompt};
Gardening.;
Travel to where?;
It appears that you have arrived at a new survival guide provided by the Servicemen's Mutual Aid Network. Common sense dictates that you should now be able to teleport here from similar tomes throughout the world.${prompt};
Prey: Hazmat / Kills: ${number: 0} ${prompt};
But only on the second floor, kupo. I like the first floor as it is.${prompt};
Congratulations!${prompt};
Your ${item-singular: 0[2]} is torn...${prompt};
Prey: Nommo / Kills: ${number: 0} ${prompt};
Training area: Quicksand Caves.${prompt};
Prey: Stinging Sophie / Kills: ${number: 4}/${number: 0} ${prompt};
${number: 0} ${choice-plurality: 0}[Manigordo/Manigordos].${prompt};
Those handy tricks of the trade that can mean the difference between a shiny new item and a major furnace meltdown.${prompt};
Prey: Supplespine Mujwuj / Kills: ${number: 0} ${prompt};
Prey: Qull the Shellbuster / Kills: ${number: 0} ${prompt};
Prey: Serpopard Ishtar / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Lii Jixa the Somnolist / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Came-cruse / Kills: ${number: 4}/${number: 0} ${prompt};
Prey: Worr the Clawfisted / Kills: ${number: 4}/${number: 0} ${prompt};
Changing people's jobs is a secret ability only we moogles can use, kupo!${prompt};
Prey: Hoar-knuckled Rimberry / Kills: ${number: 4}/${number: 0} ${prompt};
Open your main menu, Master. The button at the very bottom changes to “Mog House” when you're in your Mog House, kupo!${prompt};
Prey: Mahishasura / Kills: ${number: 0} ${prompt};
Prey: Bi'Gho Headtaker / Kills: ${number: 4}/${number: 0} ${prompt};
${number: 4}/${number: 0} ${choice-plurality: 4}[Bonfire/Bonfires].${prompt};
Plate Armor.;
Prey: Gloomanita / Kills: ${number: 4}/${number: 0} ${prompt};
Curious as to whether I can accept that item? Let me check my annals.${prompt};
You may change the method of selecting the area of your desired home point to teleport to.;
I am sorry, ${choice-player-gender}[sir/ma'am]. ${number: 5} gil is required before we can return your armor.${prompt};
Prey: Bloody Bones / Kills: ${number: 4}/${number: 0} ${prompt};
Necessary items: ${prompt};
${number: 4}/${number: 0} member${choice-plurality: 4}[/s] of the pugil family.${prompt};
The crucible is sufficiently compact and lightweight that you can carry it with you.${prompt};
...?;
There's quite a bit of information to take in, so don't hesitate to return any time for a refresher course.${prompt};
