Phrase en Anglais;Phrases en français
Next thing I knew, my legs had grown numb with fright...${prompt};
Suddenly, he had me cornered...${prompt};
My life began flashing before my eyes. I knew I was going to die.${prompt};
Just as I was regretting my decision to travel alone, a Hume warrior leapt out of nowhere and...saved me.${prompt};
You all right there!?;
Leave this brute to me!${prompt};
Come and get it, you bastard!;
Ahhhh!!!${prompt};
...Ahh...!!!${prompt};
I was so afraid, I deserted the Hume who had saved me.;
I...came back alone, thinking only of my own skin.${prompt};
W-wha'...!?;
So th' Hume's still out there?${prompt};
I don't know.;
I really hope he's okay, but considering the strength of that monster, I just don't know...${prompt};
What a bloody mess...${prompt};
I just...just wanted to help people.;
I couldn't have dreamed that this would happen...${prompt};
Ya know, Gubokka, thinkin' o' others is very noble.;
There's no denyin' that. But you just gotta stop pushin' it!${prompt};
Long ago, I had a good friend.;
He always blathered on about do-gooding and such, and to what did i' lead 'im? To a meaningless death, that's what!${prompt};
I couldn't stand losin' me another friend that way.${prompt};
Stray Cloud...${prompt};
Don't ge' any more rarab-brained ideas about goin' off alone.;
That's all I wanna say t' ya.${prompt};
Still, I'm worried about tha' Hume warrior...${prompt};
If he's killed because I was too cowardly to help him...${prompt};
...;
I'm sorry, but I have to go back and help him!;
He might die if I don't!${prompt};
You git! Don't make me repeat myself!;
What can you blinkin' do out there alone?;
Just shut the 'ell up!${prompt};
B-but...${prompt};
Hey adventurer, you look like you've been through a battle or two.;
Since you didn't ge' a chance to look for Gubokka, could ya look for tha' Hume instead?${prompt};
I want ya t' go t' Sea Serpent Grotto with Gubokka and make sure he's safe!${prompt};
I'll be waitin' here for ya.;
O' course, you'll ge' a nice li'l reward.;
Jus' don't push yourself too hard.${prompt};
I leave Gubokka in your hands.;
I wonder if tha' Hume warrior is safe...?${prompt};
So that's what 'appened...;
Wha' an unfortunate loss...${prompt};
If only I had more power...;
I could have saved him!${prompt};
You can keep feelin' sorry for yourself if ya think it'll solve anything.;
But the proper thing for ya t' be doin' now is givin' the man a proper funeral.;
...What's that you've go' there?${prompt};
This is the sword that the Hume warrior held...;
His final wish was that it be buried with his bones.${prompt};
Th-that sword...!${prompt};
I guess I can't be stoppin' ya now, can I?${prompt};
I have to go.;
I can use my strength for the good of others in Vana'diel.;
I've already made my decision.${prompt};
Heh... Is tha' so?;
Alrigh' then. I won't get in yer way.;
Hey, take this sword with ya. I'll let ya borrow it.${prompt};
Ohhh...really!?;
But isn't this sword important to you?${prompt};
Nah...it's fine.;
In exchange, you've gotta promise me somethin'.${prompt};
That sword is bloody powerful, so when you're helping the poor people o' Vana'diel, make good use of it!;
I'm sure you'll get t' use it for a good cause someday!${prompt};
Haha! That sounds like something you would say, putting me on the spot!;
But I hear you. I will keep the promise.${prompt};
And when I've fulfilled the promise, I'll come back and return the sword! Mark my word!${prompt};
I'll be waiting!;
But do ya think you'll really remember?;
Your memory's so bad, I'm surprised ya still know my name!${prompt};
Son of a Quadav...!;
With friends like you, who needs enemies!?${prompt};
Hahahahaha!!!${prompt};
Hahahahaha!!!${prompt};
But Gomoya never came t' return the sword...${prompt};
I can't believe it...;
Gomoya... For that Hume warrior, he...${prompt};
It...it can't be...;
Stray Cloud... The friend you were talking about...${prompt};
Heh. That nitwit Gomoya...;
He kept 'is promise...our promise...${prompt};
Ah...the lunkhead, making me eyes water!${prompt};
But, he's no longer...;
Gomoya is already...;
It looks like this is gonna be a long night...${prompt};
You 'elped me out a considerable lot.;
Here's your reward. Thanks be to ya.${prompt};
I was able to ge' closure with Gomoya, and it's all thanks t' you.;
I just wanna tell ya how much I appreciate it.${prompt};
Arrg, be good to see ya!;
So you and yer friends were the landlubbers what saved her, eh?${prompt};
Don't ya worry none, she be sleepin' it off like a sailor that's too fond of Opo-opo brew. The whole ordeal's left me girl a bit under the weather, but she'll pull through.${prompt};
Hasn't stopped her talkin' me ears off, o'course. Can't get a word in edgewise.${prompt};
...I jus' be glad that me girl ain't forgotten about me.${prompt};
Even after walkin' the plank into the great beyond, she still remembers her old man.${prompt};
She may not be me daughter by blood, but she's still the apple of me eye. I do believe a reward be due you.${prompt};
Ya can have the pick of one of me treasures. I'll be givin' whatever's left to yer mates what helped ya.${prompt};
What do ya choose?;
${selection-lines};
Let me think about it.;
${lettercase: 1}${article} ${item-article: 1[2]}.;
${lettercase: 1}${article} ${item-article: 2[2]}.;
${lettercase: 1}${article} ${item-article: 3[2]}.;
${lettercase: 1}${article} ${item-article: 4[2]}.${prompt};
${lettercase: 1}${article} ${item-article: 0[2]}.;
That's what ya want?${prompt};
Ya want ${article} ${item-article: 0[2]}?;
${selection-lines};
Aye.;
Nay.${prompt};
Arrg, I almost be forgettin'. Me girl wants ya to pummel some beastie that's been hauntin' her dreams. Stuff o' nightmares, she says.${prompt};
Don't make much sense to me, but I be guessin' you know the truth of it. If ya ever need an old pirate's help, ya just let me know.${prompt};
Fer a girl what's saved the world, it be an endearin' thing fer her to be afraid of her dreams.${prompt};
Blimey. Are ya tryin' t'tell me that the savior of the world can't make up ${choice-player-gender}[his/her] mind about a simple thing like this? Guess some things never change, eh?${prompt};
But who be I t'judge?;
Let me know when you've made yer decision.;
Jus' don't complain if all the best loot be taken!${prompt};
Arrg, so you've made a decision?${prompt};
By me bleedin' eyepatch, I can't be handing over any booty when yer bag be full of flotsam and jetsam. You heroes need to learn a thing o' two about organization!${prompt};
Here.;
That be a treasure unlike any you'll ever see again.;
Don't go losin' it over the side of no stinkin' ferry!${prompt};
Sorry, ${name-player}, the boss is a little busy right now.;
Ye'll have to make yer meetin' fer another day.${prompt};
I've not seen the boss with that look on his face fer a while.;
I mean, we all be happy as a buccaneer in a parrot shop to have Lion back, but there's somethin' else he's not tellin' us...${prompt};
Arrg! Forget I even said anythin'!;
The boss is jus' busy, that's all.;
Make yer meetin' fer another day!${prompt};
Welcome to the MHMU's porter service, kupo!;
Which of your burdensome belongings shall I take off your hands today?${prompt};
Do something, kupo?;
${selection-lines};
Porter service?;
Buy a storage slip.;
No, thank you.${prompt};
Is your gobbiebag splitting at the seams? Mog Safe spilling over?;
Why, an accomplished adventurer like yourself surely has more stuff than you know what to do with.${prompt};
That's where I come in, kupo.;
I'll gladly hold onto your prized possessions, freeing you space to gather up even grander goodies.${prompt};
To make use of my services, first you'll need to buy one of these storage slips for the low, low fee of 100,000 gil.${prompt};
Storage slips come in numerous varieties, kupo, each corresponding to a different type of item.${prompt};
You'll want to peruse the fine print closely, so you don't end up paying good gil for a scrap of parchment useless for the particular item you wish to store.${prompt};
Not that we moogles would object to that sort of donation, kupo.${prompt};
Choose the item you wish to entrust, then trade it to me along with a single storage slip.;
I will take the item and return the slip to you, marked with an invisible seal.${prompt};
Invisible to you, at least.;
It's plain as day to us moogles, so don't even think of trying to pull one over on us, kupo.${prompt};
When it comes time to retrieve your item, just trade to me a single storage slip--any slip--once again.${prompt};
I will present you with a list of all the items currently in my care, and you may choose the one you wish to withdraw.;
Simple as that, kupo!${prompt};
What's more, no additional transaction fees will be incurred!;
Pretty generous of us for a change, no?${prompt};
Now I bet you're wondering what the catch is, kupo.;
So as not to disappoint you, there are a few!${prompt};
For one, any signed items will lose their signatures if you store them with me.${prompt};
